Codice Univoco Submisura;Descrizione Submisura;Numero seriale ;Titolo Bando o Avviso;CIG;Soggetto emanante;Codice Fiscale;Importo complessivo gara;Importo previsto PNRR;Importo previsto altri fondi;Data apertura bando;Data chiusura effettiva bando;Fino ad esaurimento risorse;Stato del Bando;Link al bando;Numero richieste;Numero partecipanti;Importo totale interventi-progetti proposti;Numero degli aggiudicatari;Destinatari del Bando o dell’Avviso;Importo Aggiudicato Totale;Importo Aggiudicato PNRR;Importo Aggiudicato Altri Fondi;Data aggiornamento-osservazione bandi
M1C3I4.01.00;Hub del Turismo Digitale;152;Gara SDAPA a 8 Lotti per HUB del turismo digitale LOTTO 7, prot. n. 9664/22 (: Fornitura di licenze d’uso di un software di traduzione automatica dalla lingua inglese alla lingua hindi e servizi professionali effettuati da traduttori professionisti madrelingua per il full post editing dei contenuti tradotti);;MINISTERO DEL TURISMO;96480590585;N/A;0,01;0;28/07/2022;09/09/2022;;Chiuso;https://www.ministeroturismo.gov.it/wp-content/uploads/2022/07/Determina_SDAPA_MTS_LSP-signed-1.pdf;0;0;0;0;Operatori economici;0;0;0;18/10/2022
M1C3I4.01.00;Hub del Turismo Digitale;153;Gara SDAPA a 8 Lotti per HUB del turismo digitale LOTTO 6, prot. n. 9664/22 (Fornitura di licenze d’uso di un software di traduzione automatica dalla lingua inglese alla lingua araba e servizi professionali effettuati da traduttori professionisti madrelingua per il full post editing dei contenuti tradotti);;MINISTERO DEL TURISMO;96480590585;N/A;0,01;0;28/07/2022;09/09/2022;;Chiuso;https://www.ministeroturismo.gov.it/wp-content/uploads/2022/07/Determina_SDAPA_MTS_LSP-signed-1.pdf;0;0;0;0;Operatori economici;0;0;0;18/10/2022
M1C3I4.01.00;Hub del Turismo Digitale;154;Gara SDAPA a 8 Lotti per HUB del turismo digitale LOTTO 5, prot. n. 9664/22 (Fornitura di licenze d’uso di un software di traduzione automatica dalla lingua inglese alla lingua giapponese e servizi professionali effettuati da traduttori professionisti madrelingua per il full post editing dei contenuti tradotti);;MINISTERO DEL TURISMO;96480590585;N/A;0,01;0;28/07/2022;09/09/2022;;Chiuso;https://www.ministeroturismo.gov.it/wp-content/uploads/2022/07/Determina_SDAPA_MTS_LSP-signed-1.pdf;0;0;0;0;Operatori economici;0;0;0;18/10/2022
M1C3I4.01.00;Hub del Turismo Digitale;155;Gara SDAPA a 8 Lotti per HUB del turismo digitale LOTTO 4, prot. n. 9664/22 (: Fornitura di licenze d’uso di un software di traduzione automatica dalla lingua inglese alla lingua cinese e servizi professionali effettuati da traduttori professionisti madrelingua per il full post editing dei contenuti tradotti);;MINISTERO DEL TURISMO;96480590585;N/A;0,01;0;28/07/2022;09/09/2022;;Chiuso;https://www.ministeroturismo.gov.it/wp-content/uploads/2022/07/Determina_SDAPA_MTS_LSP-signed-1.pdf;0;0;0;0;Operatori economici;0;0;0;18/10/2022
M1C3I4.01.00;Hub del Turismo Digitale;156;Gara SDAPA a 8 Lotti per HUB del turismo digitale LOTTO 8, prot. n. 9664/22 (: Fornitura di licenze d’uso di un software di traduzione automatica dalla lingua inglese alla lingua coreana e servizi professionali effettuati da traduttori professionisti madrelingua per il full post editing dei contenuti tradotti);;MINISTERO DEL TURISMO;96480590585;N/A;0,01;0;28/07/2022;09/09/2022;;Chiuso;https://www.ministeroturismo.gov.it/wp-content/uploads/2022/07/Determina_SDAPA_MTS_LSP-signed-1.pdf;0;0;0;0;Operatori economici;0;0;0;18/10/2022
M1C3I4.01.00;Hub del Turismo Digitale;157;Gara SDAPA a 8 Lotti per HUB del turismo digitale LOTTO 3, prot. n. 9664/22 (Fornitura di licenze d’uso di un software di traduzione automatica dalla lingua italiana alle lingue di destinazione inglese, spagnolo, francese, tedesco, portoghese, e servizi professionali effettuati da traduttori professionisti madrelingua per il full post editing dei contenuti tradotti);;MINISTERO DEL TURISMO;96480590585;2000000;2000000;0;28/07/2022;09/09/2022;;Chiuso;https://www.ministeroturismo.gov.it/wp-content/uploads/2022/07/Determina_SDAPA_MTS_LSP-signed-1.pdf;0;0;0;0;Operatori economici;0;0;0;18/10/2022
M1C3I4.01.00;Hub del Turismo Digitale;158;Gara SDAPA a 8 Lotti per HUB del turismo digitale LOTTO 2, prot. n. 9664/22 (Fornitura di licenze d’uso di un software di “Outdoor Mobile Tracking Solution”);;MINISTERO DEL TURISMO;96480590585;1000000;1000000;0;28/07/2022;09/09/2022;;Chiuso;https://www.ministeroturismo.gov.it/wp-content/uploads/2022/07/Determina_SDAPA_MTS_LSP-signed-1.pdf;0;0;0;0;Operatori economici;0;0;0;18/10/2022
M1C3I4.01.00;Hub del Turismo Digitale;159;Gara SDAPA a 8 Lotti per HUB del turismo digitale LOTTO 1, prot. n. 9664/22 (Fornitura di licenze d’uso di un software di “Indoor Mobile Tracking Solution”);;MINISTERO DEL TURISMO;96480590585;1000000;1000000;0;28/07/2022;09/09/2022;;Chiuso;https://www.ministeroturismo.gov.it/wp-content/uploads/2022/07/Determina_SDAPA_MTS_LSP-signed-1.pdf;0;0;0;0;Operatori economici;0;0;0;18/10/2022
M1C3I4.01.00;Hub del Turismo Digitale;201;Gara SDAPA a 5 Lotti per HUB del turismo digitale LOTTO 2, prot. n. 13231/22 (Fornitura di licenze d’uso di un software di traduzione automatica dalla lingua inglese alla lingua giapponese e servizi professionali effettuati da traduttori professionisti madrelingua per il full post editing dei contenuti tradotti);;MINISTERO DEL TURISMO;96480590585;400000;400000;0;12/10/2022;24/10/2022;;Chiuso;https://www.ministeroturismo.gov.it/wp-content/uploads/2022/10/Determina_SDAPA_LSP-004-signed.pdf;0;0;0;0;Operatori economici;0;0;0;18/10/2022
M1C3I4.01.00;Hub del Turismo Digitale;202;Gara SDAPA a 5 Lotti per HUB del turismo digitale LOTTO 5, prot. n. 13231/22 (Fornitura di licenze d’uso di un software di traduzione automatica dalla lingua inglese alla lingua coreana e servizi professionali effettuati da traduttori professionisti madrelingua per il full post editing dei contenuti tradotti);;MINISTERO DEL TURISMO;96480590585;400000;400000;0;12/10/2022;24/10/2022;;Chiuso;https://www.ministeroturismo.gov.it/wp-content/uploads/2022/10/Determina_SDAPA_LSP-004-signed.pdf;0;0;0;0;Operatori economici;0;0;0;18/10/2022
M1C3I4.01.00;Hub del Turismo Digitale;203;Gara SDAPA a 5 Lotti per HUB del turismo digitale LOTTO 3, prot. n. 13231/22 (Fornitura di licenze d’uso di un software di traduzione automatica dalla lingua inglese alla lingua araba e servizi professionali effettuati da traduttori professionisti madrelingua per il full post editing dei contenuti tradotti);;MINISTERO DEL TURISMO;96480590585;400000;400000;0;12/10/2022;24/10/2022;;Chiuso;https://www.ministeroturismo.gov.it/wp-content/uploads/2022/10/Determina_SDAPA_LSP-004-signed.pdf;0;0;0;0;Operatori economici;0;0;0;18/10/2022
M1C3I4.01.00;Hub del Turismo Digitale;204;Gara SDAPA a 5 Lotti per HUB del turismo digitale LOTTO 4, prot. n. 13231/22 (Fornitura di licenze d’uso di un software di traduzione automatica dalla lingua inglese alla lingua hindi e servizi professionali effettuati da traduttori professionisti madrelingua per il full post editing dei contenuti tradotti);;MINISTERO DEL TURISMO;96480590585;400000;400000;0;12/10/2022;24/10/2022;;Chiuso;https://www.ministeroturismo.gov.it/wp-content/uploads/2022/10/Determina_SDAPA_LSP-004-signed.pdf;0;0;0;0;Operatori economici;0;0;0;18/10/2022
M1C3I4.01.00;Hub del Turismo Digitale;205;Gara SDAPA a 5 Lotti per HUB del turismo digitale LOTTO 1, prot. n. 13231/22 (Fornitura di licenze d’uso di un software di traduzione automatica dalla lingua inglese alla lingua cinese e servizi professionali effettuati da traduttori professionisti madrelingua per il full post editing dei contenuti tradotti);;MINISTERO DEL TURISMO;96480590585;400000;400000;0;12/10/2022;24/10/2022;;Chiuso;https://www.ministeroturismo.gov.it/wp-content/uploads/2022/10/Determina_SDAPA_LSP-004-signed.pdf;0;0;0;0;Operatori economici;0;0;0;18/10/2022
M2C1I1.01.00;Realizzazione nuovi impianti di gestione rifiuti e ammodernamento di impianti esistenti;42;Miglioramento e meccanizzazione della rete di raccolta differenziata dei rifiuti urbani- Linea di intervento A;;MIN AMBIENTE E SICUREZZA ENERGETICA;97047140583;N/A;600000000;;14/12/2021;14/02/2023;;Chiuso;https://www.mite.gov.it/bandi/avviso-m2c1-1-i1-1-linea-miglioramento-e-meccanizzazione-della-rete-di-raccolta-differenziata;3044;;1675000000;;EGATO Operativi o, in assenza, Comuni (singolarmente o in forma associativa);;;;27/12/2022
M2C1I1.01.00;Realizzazione nuovi impianti di gestione rifiuti e ammodernamento di impianti esistenti;43;Ammodernamento (anche con ampliamento di impianti esistenti) e realizzazione di nuovi impianti di trattamento/riciclo dei rifiuti urbani provenienti dalla raccolta differenziata” - Linea di Intervento B;;MIN AMBIENTE E SICUREZZA ENERGETICA;97047140583;N/A;450000000;;14/12/2021;16/03/2022;;Aggiudicato;https://www.mite.gov.it/bandi/avviso-m2c1-1-i1-1-linea-b-ammodernamento-e-realizzazione-di-nuovi-impianti-di-trattamento;561;28;3498000000;28;"EGATO Operativi o, in assenza,
Comuni (singolarmente o in forma associativa)";426149955,1;426149955,1;;13/06/2022
M2C1I1.01.00;Realizzazione nuovi impianti di gestione rifiuti e ammodernamento di impianti esistenti;44; Ammodernamento (anche con ampliamento di impianti esistenti) e realizzazione di nuovi impianti innovativi di trattamento/riciclaggio per lo smaltimento di materiali assorbenti ad uso personale (PAD), i fanghi di acque reflue, i rifiuti di pelletteria e i rifiuti tessili” - Linea d’Intervento C;;MIN AMBIENTE E SICUREZZA ENERGETICA;97047140583;N/A;450000000;;14/12/2021;16/03/2022;;Aggiudicato;https://mite.gov.it/bandi/avviso-m2c1-1-i1-1-linea-c;218;;1158000000;;"EGATO Operativi o, in assenza,
Comuni (singolarmente o in forma associativa)";450000000;450000000;;22/12/2022
M2C1I1.02.00;Progetti “faro” di economia circolare;46;" Ammodernamento (anche con ampliamento di impianti esistenti) e realizzazione di nuovi impianti innovativi di trattamento/riciclaggio elettroniche c.d. raee comprese pale di turbine eoliche e pannelli fotovoltaici (progetti ""faro"" di economia circolare - linea A"")";;MIN AMBIENTE E SICUREZZA ENERGETICA;97047140583;N/A;150000000;;15/12/2021;14/02/2023;;Chiuso;https://www.mite.gov.it/bandi/avviso-m2c1-1-i1-2-linea;72;;507000000;;Imprese;;;;22/12/2022
M2C1I1.02.00;Progetti “faro” di economia circolare;47;"Ammodernamento (anche con ampliamento di impianti esistenti) e realizzazione di nuovi impianti per il miglioramento della raccolta, della logistica e del riciclo dei rifiuti in carta e cartone – (progetti ""faro"" di economia circolare - linea B)";;MIN AMBIENTE E SICUREZZA ENERGETICA;97047140583;N/A;150000000;;16/12/2021;16/03/2022;;Aggiudicato;https://www.mite.gov.it/bandi/avviso-m2c1-1-i1-2-linea-b;74;73;717000000;73;Imprese;150000000;150000000;;13/06/2022
M2C1I1.02.00;Progetti “faro” di economia circolare;49;"Realizzazione di nuovi impianti per il riciclo dei rifiuti plastici, compresi i rifiuti di plastica in mare cd. Marine litter (progetti ""faro"" di economia circolare - linea C"") ";;MIN AMBIENTE E SICUREZZA ENERGETICA;97047140583;N/A;150000000;;20/12/2021;21/03/2022;;Aggiudicato;https://www.mite.gov.it/bandi/avviso-m2c1-1-i1-2-linea-c;133;133;2599000000;133;Imprese;150000000;150000000;;13/06/2022
M2C1I1.02.00;Progetti “faro” di economia circolare;50;"Infrastrutturazione della raccolta delle frazioni di tessili pre-consumo e post consumo, ammodernamento dell’impiantistica e realizzazione di nuovi impianti di riciclo delle frazioni tessili in ottica sistemica cd. Textile Hubs (progetti ""faro"" di economia circolare - linea D"")";;MIN AMBIENTE E SICUREZZA ENERGETICA;97047140583;N/A;150000000;;21/12/2021;23/03/2022;;Aggiudicato;https://www.mite.gov.it/sites/default/files/archivio/bandi/ECI/TESTO_COORDINATO_AVVISO_M2C1_1I1.2-LINEA_D.pdf;35;25;304000000;25;Imprese;150000000;150000000;;13/06/2022
M2C1I2.01.00;Sviluppo logistica per i settori agroalimentare, pesca e acquacoltura, silvicoltura, floricoltura e vivaismo;206;Avviso recante le modalità e i termini di presentazione delle domande di accesso alle agevolazioni previste a sostegno degli investimenti materiali e immateriali nella logistica agroalimentare per ridurne i costi ambientali ed economici e per sostenere l’innovazione dei processi produttivi,;;MIN AGRIC. SOVRANITA' ALIM. E FORESTE;97099470581;500000000;500000000;;12/10/2022;17/11/2022;;;https://www.politicheagricole.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/18556;;130;;;Imprese;;;;12/12/2022
M2C1I2.01.00;Sviluppo logistica per i settori agroalimentare, pesca e acquacoltura, silvicoltura, floricoltura e vivaismo;210;Avviso pubblico per lo Sviluppo della Logistica agroalimentare tramite il miglioramento della capacità logistica dei porti     ;;MIN AGRIC. SOVRANITA' ALIM. E FORESTE;97099470581;N/A;150000000;;31/10/2022;25/11/2022;;;https://www.politicheagricole.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/18738;;19;;;autorità sistema portuale ;;;;12/12/2022
M2C1I2.01.00;Sviluppo logistica per i settori agroalimentare, pesca e acquacoltura, silvicoltura, floricoltura e vivaismo;211;Avviso recante le modalità e i termini di presentazione delle domande di accesso alle agevolazioni previste a sostegno degli investimenti per lo sviluppo della logistica agroalimentare tramite il miglioramento della capacità logistica dei mercati agroalimentari all’ingrosso;;MIN AGRIC. SOVRANITA' ALIM. E FORESTE;97099470581;N/A;150000000;;31/10/2022;30/11/2022;;;https://www.politicheagricole.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/18702;;38;;;soggetti, pubblici o privati, gestori di mercati agroalimentari all'ingrosso ;;;;12/12/2022
M2C1I2.02.00;Parco Agrisolare;209;Avviso recante le modalità di presentazione delle domande di accesso alla realizzazione di impianti fotovoltaici da installare su edifici a uso produttivo nei settori agricolo, zootecnico e agroindustriale.;;MIN AGRIC. SOVRANITA' ALIM. E FORESTE;97099470581;N/A;1500000000;;27/10/2022;27/10/2022;;;https://www.politicheagricole.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/18559;;;;;imprese produzione agricola, trasformazione agricola e agro-industria;;;;20/02/2023
M2C1I3.01.00;Isole verdi;45;Programma Isole Verdi;;MIN AMBIENTE E SICUREZZA ENERGETICA;97047140583;N/A;200000000;;14/12/2021;22/04/2022;;Aggiudicato;https://www.mite.gov.it/pagina/pnrr-isole-verdi;140;140;ca 2.000.000.000 €;140;Comuni;200000000;200000000;;13/06/2022
M2C1I3.02.00;Green communities;145;"Green Communities, Avviso Pubblico ""Green Communities""";;PCM - DIP AFFARI REGIONALI E AUTONOMIE;80188230587;N/A;129000000;;29/06/2022;16/08/2022;;Aggiudicato;http://www.affariregionali.gov.it/attivita/aree-tematiche/pnrr/attuazione-misure-pnrr/avviso-pubblico-green-communities/;179;35;502237268;35;"Unioni di Comuni ex art. 32 d.lgs. 267/2000;
b. Comunità Montane ex art. 27 d.lgs 267/2000;
c. Consorzi ex art. 31 d.lgs. 267/2000;
d. Convenzioni ex art. 30 d.lgs. 267/2000.";119852601,9;119852601,9;;06/10/2022
M2C2I2.01.00;Rafforzamento smart grid;142;Avviso pubblico per la presentazione di proposte progettuali finalizzate ad incrementare la capacità di rete di ospitare ed integrare ulteriore generazione distribuita da fonti rinnovabili e ad aumentare la capacità e potenza a disposizione delle utenze per favorire l’elettrificazione dei consumi energetici;;MIN AMBIENTE E SICUREZZA ENERGETICA;97047140583;N/A;3610000000;;22/06/2022;03/10/2022;;Aggiudicato;https://www.mite.gov.it/sites/default/files/archivio/bandi/dd_119_20-06-2022.pdf;27;;4000000000;;operatori del sistema di distribuzione dell’intero territorio nazionale;3610000000;3610000000;;12/12/2022
M2C2I2.02.00;Interventi su resilienza climatica delle reti;140;Avviso pubblico per acquisire manifestazioni di interesse per la realizzazione di interventi finalizzati a migliorare la resilienza della rete elettrica di trasmissione a eventi meteorologici estremi;;MIN AMBIENTE E SICUREZZA ENERGETICA;97047140583;N/A;150000000;;20/6/2022;03/10/2022;;Aggiudicato;https://www.mite.gov.it/sites/default/files/archivio/bandi/dd_117_20-06-2022.pdf;10;10;173000000;10;concessionario per le attività di trasmissione e dispacciamento dell’energia elettrica nel territorio nazionale, ivi compresa la gestione unificata della rete di trasmissione nazionale;150000000;150000000;;12/12/2022
M2C2I2.02.00;Interventi su resilienza climatica delle reti;141;Avviso pubblico per la presentazione di Proposte di intervento“Potenziare e digitalizzare le infrastrutture di rete”;;MIN AMBIENTE E SICUREZZA ENERGETICA;97047140583;N/A;350000000;;20/6/2022;03/10/2022;;Aggiudicato;https://www.mite.gov.it/sites/default/files/archivio/bandi/PNRR_investimento_2.2_avviso_pubblico.pdf;27;;440000000;;" concessionario della rete elettrica di trasmissione e ai
concessionari della rete elettrica di distribuzione";350000000;350000000;;12/12/2022
M2C2I3.01.00;Produzione di idrogeno in aree industriali dismesse (hydrogen valleys);61;Avviso pubblico finalizzato ad individuare le Regioni e le Province autonome interessate ad avviare, nei propri territori, una procedura di selezione finalizzata al finanziamento di progetti di investimento per la riconversione di aree industriali dismesse alla produzione e distribuzione di idrogeno da fonti rinnovabili;;MIN AMBIENTE E SICUREZZA ENERGETICA;97047140583;N/A;0;;28/01/2022;12/02/2022;;Aggiudicato;https://www.mite.gov.it/bandi/avviso-pubblico-emanato-dal-ministro-della-transizione-ecologica-relativo-all-investimento-3-1;21;;;;Regioni e Province autonome;0;;;07/10/2022
M2C2I3.03.00;Sperimentazione dell'idrogeno per il trasporto stradale;213;avviso pubblico per la selezione di proposte progettuali per la realizzazione di stazioni di rifornimento a base di idrogeno rinnovabile per il trasporto stradale;;MINISTERO INFRASTRUTTURE E TRASPORTI;97532760580;N/A;230000000;;10/11/2022;30/12/2022;SI;Chiuso;Portale Trasparenza Ministero delle Infrastrutture e dei Trasporti - Realizzazione di stazioni di rifornimento a base di idrogeno rinnovabile per il trasporto stradale (D.D. n. 113 del 10/11/2022) (mit.gov.it);20;;;;operatori economici;;;;17/02/2023
M2C2I3.05.00;Ricerca e sviluppo sull'idrogeno;106;"Avviso pubblico finalizzato alla selezione di proposte progettuali inerenti attività di ricerca fondamentale  (bando tipo A) in materia di idrogeno ""green e clean""";;MIN AMBIENTE E SICUREZZA ENERGETICA;97047140583;N/A;20000000;;24/03/2022;09/05/2022;;Aggiudicato;https://www.mite.gov.it/bandi/avvisi-pubblici-la-selezione-di-progetti-di-ricerca-nel-settore-dell-idrogeno-pnrr-m2-c2;39;7;116000000;7;enti di ricerca e le università pubblici;20000000;20000000;;20/10/2022
M2C2I3.05.00;Ricerca e sviluppo sull'idrogeno;107;" Avviso pubblico finalizzato alla selezione di proposte progettuali inerenti attività di ricerca e sviluppo (bando tipo B) in materia di idrogeno ""green e clean""";;MIN AMBIENTE E SICUREZZA ENERGETICA;97047140583;N/A;30000000;;24/03/2022;16/05/2022;;Aggiudicato;https://www.mite.gov.it/bandi/avvisi-pubblici-la-selezione-di-progetti-di-ricerca-nel-settore-dell-idrogeno-pnrr-m2-c2;56;9;Ca. €  129.000.000 ;9;operatori economici;30000000;30000000;;30/06/2022
M2C2I4.04.03;Rinnovo del parco veicoli dei Vigili del Fuoco;125;Procedura Gara Aperta A Due Lotti: Lotto 1: 100 Autopompaserbatoio Alimentati A Gas Biometano Cup F59i22000340006 Lotto 2: 100 Autobottipompa Per Soccorso Aeroportuale Alimentati A Gas Biometano Cup F59i22000350006;92093682E4;MINISTERO DELL'INTERNO;97149560589;62700000;62700000;;04/05/2022;21/07/2022;;Aggiudicato;https://www.vigilfuoco.it/aspx/AttiAmmGaraDettaglio.aspx?g=35840&f=1;;2;;2;operatori economici;53000000;53000000;;11/11/2022
M2C2I4.04.03;Rinnovo del parco veicoli dei Vigili del Fuoco;162;"Fornitura n. 120 autoveicoli di tipo pick-up con motore 100% elettrico e con hard top amovibile da destinare al
C.N.VV.F. CIG 9349212DCC CUP F59I22000580006";9349212DCC;MINISTERO DELL'INTERNO;97149560589;5400000;5400000;;02/08/2022;07/10/2022;;Gara deserta;https://www.vigilfuoco.it/aspx/AttiAmmGaraDettaglio.aspx?g=37681&f=1;;;;;operatori economici;0;0;;30/08/2022
M2C2I5.02.00;Idrogeno;215;"AVVISO PUBBLICO PER LA TRASMISSIONE DELLE ISTANZE DI FINANZIAMENTO DELLE 
ATTIVITÀ AMMISSIBILI AL FONDO IPCEI PER LA REALIZZAZIONE DELL’IMPORTANTE 
PROGETTO DI COMUNE INTERESSE EUROPEO NEL SETTORE DELLE TECNOLOGIE 
DELL’IDROGENO (c.d. IPCEI H2 TECHNOLOGY o IPCEI IDROGENO 1)";;MINISTERO IMPRESE E DEL MADE IN ITALY;80230390587;N/A;250000000;;28/11/2022;30/01/2023;;Chiuso;https://www.mise.gov.it/images/stories/DECRETO_di_attivazione_IPCEI_H2_Tech_-_13ott2022_signed.pdf;;;;;Organismi di ricerca;;;;28/11/2022
M2C3I1.01.00;Costruzione di nuove scuole mediante la sostituzione di edifici;37;Avviso pubblico per la presentazione di candidature per la realizzazione di nuovi edifici scolastici pubblici mediante sostituzione edilizia;;MINISTERO DELL'ISTRUZIONE E MERITO;80185250588;N/A;800000000;;02/12/2021;08/02/2022;;Aggiudicato;https://pnrr.istruzione.it/wp-content/uploads/2022/05/Avviso-48048_2021_Allegato_1_Scuole-Nuove.pdf;543;212;;212;Enti locali;800000000;800000000;;04/07/2022
M2C3I3.01.00;Promozione di un teleriscaldamento efficiente;160;Avviso pubblico per la presentazione di proposte progettuali per lo sviluppo di sistemi di Teleriscaldamento da finanziare nell’ambito del PNRR, Missione 2, Componente 3, Investimento 3.1 finanziato dall’Unione Europea – NextGenerationEU;;MIN AMBIENTE E SICUREZZA ENERGETICA;97047140583;N/A;200000000;;28/07/2022;10/10/2022;;Aggiudicato;https://www.mite.gov.it/pagina/misura-3-sistemi-di-teleriscaldamento;117;29;477430316;29;Imprese;;;;12/12/2022
M2C4I3.01.00;Tutela e valorizzazione del verde urbano ed extraurbano;139;Avviso per i progetti di forestazione nelle città metropolitane;;MIN AMBIENTE E SICUREZZA ENERGETICA;97047140583;N/A;287000000;;15/06/2022;14/08/2022;;Aggiudicato;https://www.mite.gov.it/bandi/avviso-i-progetti-di-forestazione-nelle-citta-metropolitane;;35;;35;Città metropolitane;84028749,68;84028749,68;;12/12/2022
M2C4I4.02.00;Riduzione delle perdite nelle reti di distribuzione dell'acqua, compresa la digitalizzazione e il monitoraggio delle reti;117;Procedure per la presentazione delle proposte per interventi finalizzati alla riduzione delle perdite nelle reti di distribuzione dell’acqua, compresa la digitalizzazione e il monitoraggio delle reti a valere sulle risorse del PNRR – M2C4 - I4.2;;MINISTERO INFRASTRUTTURE E TRASPORTI;97532760580;N/A;630000000;;19/04/2022;31/05/2022;;Chiuso;"https://dgdighe.mit.gov.it/categoria/articolo/_investimenti/misura_4_2

https://www.gazzettaufficiale.it/atto/contratti/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2022-03-09&atto.codiceRedazionale=TX22BFC4744
";119;119;4034106733;21;"Enti di
Governo d’Ambito";606870905,1;606870905,1;;17/02/2023
M2C4I4.02.00;Riduzione delle perdite nelle reti di distribuzione dell'acqua, compresa la digitalizzazione e il monitoraggio delle reti;174;Procedure per la presentazione delle proposte per interventi finalizzati alla riduzione delle perdite nelle reti di distribuzione dell’acqua, compresa la digitalizzazione e il monitoraggio delle reti a valere sulle risorse del PNRR – M2C4 - I4.2 - seconda finestra temporale;;MINISTERO INFRASTRUTTURE E TRASPORTI;97532760580;N/A;270000000;;01/09/2022;31/10/2022;;Chiuso;"https://dgdighe.mit.gov.it/categoria/articolo/_investimenti/misura_4_2

https://www.gazzettaufficiale.it/atto/contratti/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2022-03-09&atto.codiceRedazionale=TX22BFC4744
";133;133;2105495787;12;"Enti di
Governo d’Ambito";293129094,9;293129094,9;;17/02/2023
M3C2I1.01.00;Porti verdi: interventi in materia di energia rinnovabile ed efficienza energetica nei porti;3;Green Ports - Interventi di energia rinnovabile ed efficienza energetica nei porti;;MIN AMBIENTE E SICUREZZA ENERGETICA;97047140583;270000000;270000000;;25/08/2021;02/11/2021;;Aggiudicato;https://www.mite.gov.it/bandi/progetto-green-ports-pnrr-avviso-pubblico-di-manifestazione-di-interesse-la-formulazione-di ;129;31;;31;Autorità di Sistema Portuale (AdSP) ;115000000;115000000;;16/12/2022
M4C1I1.01.00;Piano per asili nido e scuole dell'infanzia e servizi di educazione e cura per la prima infanzia;35;Avviso pubblico per la presentazione di proposte per la realizzazione di strutture da destinare ad asili nido e scuole di infanzia (quota asili nido - 0-2 anni);;MINISTERO DELL'ISTRUZIONE E MERITO;80185250588;N/A;2400000000;108496490,5;02/12/2021;31/03/2022;;Aggiudicato;"https://pnrr.istruzione.it/wp-content/uploads/2021/11/m_pi.AOODGEFID.REGISTRO-UFFICIALEU.0048047.02-12-2021.pdf

https://www.miur.gov.it/web/guest/-/pnrr-chiuso-il-bando-asili-nido-con-la-proroga-piu-76-di-domande-bianchi-risposta-positiva-frutto-di-un-lavoro-condiviso-      

https://pnrr.istruzione.it/avviso/asili/";1676;2190;;2190;Comuni e Unioni di Comuni;2400000000;2400000000;;26/08/2022
M4C1I1.01.00;Piano per asili nido e scuole dell'infanzia e servizi di educazione e cura per la prima infanzia;36;Avviso pubblico per la presentazione di proposte per la realizzazione di strutture da destinare ad asili nido e scuole di infanzia (quota scuole infanzia- 3-5 anni);;MINISTERO DELL'ISTRUZIONE E MERITO;80185250588;N/A;600000000;;02/12/2021;28/02/2022;;Aggiudicato;"https://pnrr.istruzione.it/wp-content/uploads/2021/11/m_pi.AOODGEFID.REGISTRO-UFFICIALEU.0048047.02-12-2021.pdf

https://www.miur.gov.it/web/guest/-/pnrr-chiuso-il-bando-asili-nido-con-la-proroga-piu-76-di-domande-bianchi-risposta-positiva-frutto-di-un-lavoro-condiviso-";1223;2190;;2190;Comuni e Unioni di Comuni;600000000;600000000;;26/08/2022
M4C1I1.02.00;Piano di estensione del tempo pieno;38;Avviso Pubblico per la presentazione di proposte per la messa in sicurezza e/o realizzazione di mense scolastiche;;MINISTERO DELL'ISTRUZIONE E MERITO;80185250588;N/A;400000000;;02/12/2021;08/09/2022;;Aggiudicato;https://pnrr.istruzione.it/avviso/mense/;1088;600;581398294,1;600;Enti locali;400000000;400000000;;08/06/2022
M4C1I1.02.00;Piano di estensione del tempo pieno;39;Avviso Pubblico per la presentazione di proposte per la messa in sicurezza e/o realizzazione di mense scolastiche;;MINISTERO DELL'ISTRUZIONE E MERITO;80185250588;N/A;;200000000;02/12/2021;08/09/2022;;Aggiudicato;https://pnrr.istruzione.it/wp-content/uploads/2021/12/m_pi.AOOGABMI.REGISTRO-UFFICIALEU.0062182.15-07-2022.pdf;;;;;Enti locali;0;0;;08/06/2022
M4C1I1.03.00;Potenziamento infrastrutture per lo sport a scuola;40;Avviso pubblico per la presentazione di proposte per la messa in sicurezza e/o realizzazione di palestre scolastiche;;MINISTERO DELL'ISTRUZIONE E MERITO;80185250588;N/A;300000000;;02/12/2021;28/02/2022;;Aggiudicato;https://pnrr.istruzione.it/avviso/potenziamento-delle-infrastrutture-per-lo-sport-a-scuola/ ; 2.859;444;2800000000;444;Enti locali;300000000;300000000;;26/08/2022
