Programma;Missione;Descrizione Missione;Componente;Descrizione Componente;ID Misura;Codice Univoco Misura;Descrizione Misura;ID Submisura;Codice Univoco Sub-misura;Codice CID;Descrizione Sub-misura;Amministrazione Titolare;Codice Indicatore;Descrizione Indicatore;Unità di misura;Stock o Flusso;Anno Ob.;Semestre;Valore Indicatore
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I1.2;M5C2I1.02;Percorsi di autonomia per persone con disabilità;M5C2I1.2;M5C2I1.02.00;M5C2I2;Percorsi di autonomia per persone con disabilità;MLPS - Min Lav Pol S;C10.H;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (DONNE; 55<)";Persone;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I1.2;M5C2I1.02;Percorsi di autonomia per persone con disabilità;M5C2I1.2;M5C2I1.02.00;M5C2I2;Percorsi di autonomia per persone con disabilità;MLPS - Min Lav Pol S;C10.I;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (NON-BINARIO ETÀ 0-17);Persone;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I1.2;M5C2I1.02;Percorsi di autonomia per persone con disabilità;M5C2I1.2;M5C2I1.02.00;M5C2I2;Percorsi di autonomia per persone con disabilità;MLPS - Min Lav Pol S;C10.L;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (NON-BINARIO 18-29);Persone;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I1.2;M5C2I1.02;Percorsi di autonomia per persone con disabilità;M5C2I1.2;M5C2I1.02.00;M5C2I2;Percorsi di autonomia per persone con disabilità;MLPS - Min Lav Pol S;C10.M;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (NON-BINARIO; 30-54)";Persone;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I1.2;M5C2I1.02;Percorsi di autonomia per persone con disabilità;M5C2I1.2;M5C2I1.02.00;M5C2I2;Percorsi di autonomia per persone con disabilità;MLPS - Min Lav Pol S;C10.N;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (NON-BINARIO; 55<)";Persone;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I1.2;M5C2I1.02;Percorsi di autonomia per persone con disabilità;M5C2I1.2;M5C2I1.02.00;M5C2I2;Percorsi di autonomia per persone con disabilità;MLPS - Min Lav Pol S;C10IA;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (UOMINI ETÀ 0-17);Persone;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I1.2;M5C2I1.02;Percorsi di autonomia per persone con disabilità;M5C2I1.2;M5C2I1.02.00;M5C2I2;Percorsi di autonomia per persone con disabilità;MLPS - Min Lav Pol S;C10IB;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (UOMINI ETÀ 18-29);Persone;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I1.2;M5C2I1.02;Percorsi di autonomia per persone con disabilità;M5C2I1.2;M5C2I1.02.00;M5C2I2;Percorsi di autonomia per persone con disabilità;MLPS - Min Lav Pol S;C10IC;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (UOMINI; 30-54)";Persone;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I1.2;M5C2I1.02;Percorsi di autonomia per persone con disabilità;M5C2I1.2;M5C2I1.02.00;M5C2I2;Percorsi di autonomia per persone con disabilità;MLPS - Min Lav Pol S;C10ID;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (UOMINI; 55<)";Persone;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I1.2;M5C2I1.02;Percorsi di autonomia per persone con disabilità;M5C2I1.2;M5C2I1.02.00;M5C2I2;Percorsi di autonomia per persone con disabilità;MLPS - Min Lav Pol S;C10IE;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (DONNE; ETÀ 0-17)";Persone;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I1.2;M5C2I1.02;Percorsi di autonomia per persone con disabilità;M5C2I1.2;M5C2I1.02.00;M5C2I2;Percorsi di autonomia per persone con disabilità;MLPS - Min Lav Pol S;C10IF;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (DONNE; ETÀ 18-29)";Persone;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I1.2;M5C2I1.02;Percorsi di autonomia per persone con disabilità;M5C2I1.2;M5C2I1.02.00;M5C2I2;Percorsi di autonomia per persone con disabilità;MLPS - Min Lav Pol S;C10IG;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (DONNE; 30-54)";Persone;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I1.2;M5C2I1.02;Percorsi di autonomia per persone con disabilità;M5C2I1.2;M5C2I1.02.00;M5C2I2;Percorsi di autonomia per persone con disabilità;MLPS - Min Lav Pol S;C10IH;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (DONNE; 55<)";Persone;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I1.2;M5C2I1.02;Percorsi di autonomia per persone con disabilità;M5C2I1.2;M5C2I1.02.00;M5C2I2;Percorsi di autonomia per persone con disabilità;MLPS - Min Lav Pol S;C10II;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (NON-BINARIO ETÀ 0-17);Persone;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I1.2;M5C2I1.02;Percorsi di autonomia per persone con disabilità;M5C2I1.2;M5C2I1.02.00;M5C2I2;Percorsi di autonomia per persone con disabilità;MLPS - Min Lav Pol S;C10IL;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (NON-BINARIO 18-29);Persone;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I1.2;M5C2I1.02;Percorsi di autonomia per persone con disabilità;M5C2I1.2;M5C2I1.02.00;M5C2I2;Percorsi di autonomia per persone con disabilità;MLPS - Min Lav Pol S;C10IM;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (NON-BINARIO; 30-54)";Persone;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I1.2;M5C2I1.02;Percorsi di autonomia per persone con disabilità;M5C2I1.2;M5C2I1.02.00;M5C2I2;Percorsi di autonomia per persone con disabilità;MLPS - Min Lav Pol S;C10IN;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (NON-BINARIO; 55<)";Persone;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I1.2;M5C2I1.02;Percorsi di autonomia per persone con disabilità;M5C2I1.2;M5C2I1.02.00;M5C2I2;Percorsi di autonomia per persone con disabilità;MLPS - Min Lav Pol S;C14.B;NUMERO DI GIOVANI DI ETÀ COMPRESA TRA I 15 E I 29 ANNI CHE RICEVONO SOSTEGNO (NON-BINARIO);Persone;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I1.2;M5C2I1.02;Percorsi di autonomia per persone con disabilità;M5C2I1.2;M5C2I1.02.00;M5C2I2;Percorsi di autonomia per persone con disabilità;MLPS - Min Lav Pol S;C14.F;NUMERO DI GIOVANI DI ETÀ COMPRESA TRA I 15 E I 29 ANNI CHE RICEVONO SOSTEGNO (DONNE);Persone;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I1.2;M5C2I1.02;Percorsi di autonomia per persone con disabilità;M5C2I1.2;M5C2I1.02.00;M5C2I2;Percorsi di autonomia per persone con disabilità;MLPS - Min Lav Pol S;C14.M;NUMERO DI GIOVANI DI ETÀ COMPRESA TRA I 15 E I 29 ANNI CHE RICEVONO SOSTEGNO (UOMINI);Persone;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I2.1;M5C2I2.01;Investimenti in progetti di rigenerazione urbana, volti a ridurre situazioni di emarginazione e degrado sociale;M5C2I2.1;M5C2I2.01.00;M5C2I4;Investimenti in progetti di rigenerazione urbana, volti a ridurre situazioni di emarginazione e degrado sociale;MINT - Min Interno;C1;RISPARMI SUL CONSUMO ANNUO DI ENERGIA PRIMARIA;MWh/anno;Stock;2022;I;0
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I2.2;M5C2I2.02;Piani urbani integrati;M5C2I2.2.B;M5C2I2.02.02;M5C2I5;Piani urbani integrati - Fondo di fondi della BEI;MINT - Min Interno;C9.G;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (GRANDI IMPRESE);Imprese;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I2.2;M5C2I2.02;Piani urbani integrati;M5C2I2.2.B;M5C2I2.02.02;M5C2I5;Piani urbani integrati - Fondo di fondi della BEI;MINT - Min Interno;C9.M;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (MEDIE IMPRESE);Imprese;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I2.2;M5C2I2.02;Piani urbani integrati;M5C2I2.2.B;M5C2I2.02.02;M5C2I5;Piani urbani integrati - Fondo di fondi della BEI;MINT - Min Interno;C9.S;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (PICCOLE E MICRO IMPRESE);Imprese;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I2.2;M5C2I2.02;Piani urbani integrati;M5C2I2.2.C;M5C2I2.02.03;M5C2I5;Piani urbani integrati - progetti generali;MINT - Min Interno;C1;RISPARMI SUL CONSUMO ANNUO DI ENERGIA PRIMARIA;MWh/anno;Stock;2022;I;0
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I2.3;M5C2I2.03;Programma innovativo della qualità dell’abitare;M5C2I2.3.1;M5C2I2.03.01;M5C2I6;Social housing - Piano innovativo per la qualità abitativa (PinQuA) - Riqualificazione e incremento dell'edilizia sociale, ristrutturazione e rigenerazione della società urbana, miglioramento dell'accessibilità e sicurezza urbana, mitigazione della carenza abitativa e aumento della qualità ambientale, utilizzo di modelli e strumenti innovativi per la gestione, l'inclusione e il benessere urbano;MIMS - Min Infr Mob;C1;RISPARMI SUL CONSUMO ANNUO DI ENERGIA PRIMARIA;MWh/anno;Stock;2022;I;0
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I2.3;M5C2I2.03;Programma innovativo della qualità dell’abitare;M5C2I2.3.2;M5C2I2.03.02;M5C2I6;Social housing - Piano innovativo per la qualità abitativa (PinQuA) -  Interventi ad alto impatto strategico sul territorio nazionale;MIMS - Min Infr Mob;C1;RISPARMI SUL CONSUMO ANNUO DI ENERGIA PRIMARIA;MWh/anno;Stock;2022;I;0
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I3.1;M5C2I3.01;Progetto Sport e inclusione sociale;M5C2I3.1;M5C2I3.01.00;M5C2I7;Progetto Sport e inclusione sociale;PCM - Dip Sport;C1;RISPARMI SUL CONSUMO ANNUO DI ENERGIA PRIMARIA;MWh/anno;Stock;2022;I;0
PNRR;M5;Inclusione e coesione;M5C3;Interventi speciali per la coesione territoriale;M5C3I1.1;M5C3I1.01;Strategia nazionale per le aree interne;M5C3I1.1.2;M5C3I1.01.02;M5C3I1.1.1;Aree interne - Strutture sanitarie di prossimità territoriale;PCM - Min Sud;C9.G;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (GRANDI IMPRESE);Imprese;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C3;Interventi speciali per la coesione territoriale;M5C3I1.1;M5C3I1.01;Strategia nazionale per le aree interne;M5C3I1.1.2;M5C3I1.01.02;M5C3I1.1.1;Aree interne - Strutture sanitarie di prossimità territoriale;PCM - Min Sud;C9.M;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (MEDIE IMPRESE);Imprese;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C3;Interventi speciali per la coesione territoriale;M5C3I1.1;M5C3I1.01;Strategia nazionale per le aree interne;M5C3I1.1.2;M5C3I1.01.02;M5C3I1.1.1;Aree interne - Strutture sanitarie di prossimità territoriale;PCM - Min Sud;C9.S;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (PICCOLE E MICRO IMPRESE);Imprese;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C3;Interventi speciali per la coesione territoriale;M5C3I1.3;M5C3I1.03;Interventi socio-educativi strutturati per combattere la povertà educativa nel Mezzogiorno a sostegno del Terzo Settore;M5C3I1.3;M5C3I1.03.00;M5C3I1.3;Interventi socio-educativi strutturati per combattere la povertà educativa nel Mezzogiorno a sostegno del Terzo Settore;PCM - Min Sud;C14.B;NUMERO DI GIOVANI DI ETÀ COMPRESA TRA I 15 E I 29 ANNI CHE RICEVONO SOSTEGNO (NON-BINARIO);Persone;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C3;Interventi speciali per la coesione territoriale;M5C3I1.3;M5C3I1.03;Interventi socio-educativi strutturati per combattere la povertà educativa nel Mezzogiorno a sostegno del Terzo Settore;M5C3I1.3;M5C3I1.03.00;M5C3I1.3;Interventi socio-educativi strutturati per combattere la povertà educativa nel Mezzogiorno a sostegno del Terzo Settore;PCM - Min Sud;C14.F;NUMERO DI GIOVANI DI ETÀ COMPRESA TRA I 15 E I 29 ANNI CHE RICEVONO SOSTEGNO (DONNE);Persone;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C3;Interventi speciali per la coesione territoriale;M5C3I1.3;M5C3I1.03;Interventi socio-educativi strutturati per combattere la povertà educativa nel Mezzogiorno a sostegno del Terzo Settore;M5C3I1.3;M5C3I1.03.00;M5C3I1.3;Interventi socio-educativi strutturati per combattere la povertà educativa nel Mezzogiorno a sostegno del Terzo Settore;PCM - Min Sud;C14.M;NUMERO DI GIOVANI DI ETÀ COMPRESA TRA I 15 E I 29 ANNI CHE RICEVONO SOSTEGNO (UOMINI);Persone;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C3;Interventi speciali per la coesione territoriale;M5C3I1.3;M5C3I1.03;Interventi socio-educativi strutturati per combattere la povertà educativa nel Mezzogiorno a sostegno del Terzo Settore;M5C3I1.3;M5C3I1.03.00;M5C3I1.3;Interventi socio-educativi strutturati per combattere la povertà educativa nel Mezzogiorno a sostegno del Terzo Settore;PCM - Min Sud;C10.A;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (UOMINI ETÀ 0-17);Persone;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C3;Interventi speciali per la coesione territoriale;M5C3I1.3;M5C3I1.03;Interventi socio-educativi strutturati per combattere la povertà educativa nel Mezzogiorno a sostegno del Terzo Settore;M5C3I1.3;M5C3I1.03.00;M5C3I1.3;Interventi socio-educativi strutturati per combattere la povertà educativa nel Mezzogiorno a sostegno del Terzo Settore;PCM - Min Sud;C10.B;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (UOMINI ETÀ 18-29);Persone;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C3;Interventi speciali per la coesione territoriale;M5C3I1.3;M5C3I1.03;Interventi socio-educativi strutturati per combattere la povertà educativa nel Mezzogiorno a sostegno del Terzo Settore;M5C3I1.3;M5C3I1.03.00;M5C3I1.3;Interventi socio-educativi strutturati per combattere la povertà educativa nel Mezzogiorno a sostegno del Terzo Settore;PCM - Min Sud;C10.C;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (UOMINI; 30-54)";Persone;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C3;Interventi speciali per la coesione territoriale;M5C3I1.3;M5C3I1.03;Interventi socio-educativi strutturati per combattere la povertà educativa nel Mezzogiorno a sostegno del Terzo Settore;M5C3I1.3;M5C3I1.03.00;M5C3I1.3;Interventi socio-educativi strutturati per combattere la povertà educativa nel Mezzogiorno a sostegno del Terzo Settore;PCM - Min Sud;C10.D;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (UOMINI; 55<)";Persone;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C3;Interventi speciali per la coesione territoriale;M5C3I1.3;M5C3I1.03;Interventi socio-educativi strutturati per combattere la povertà educativa nel Mezzogiorno a sostegno del Terzo Settore;M5C3I1.3;M5C3I1.03.00;M5C3I1.3;Interventi socio-educativi strutturati per combattere la povertà educativa nel Mezzogiorno a sostegno del Terzo Settore;PCM - Min Sud;C10.E;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (DONNE; ETÀ 0-17)";Persone;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C3;Interventi speciali per la coesione territoriale;M5C3I1.3;M5C3I1.03;Interventi socio-educativi strutturati per combattere la povertà educativa nel Mezzogiorno a sostegno del Terzo Settore;M5C3I1.3;M5C3I1.03.00;M5C3I1.3;Interventi socio-educativi strutturati per combattere la povertà educativa nel Mezzogiorno a sostegno del Terzo Settore;PCM - Min Sud;C10.F;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (DONNE; ETÀ 18-29)";Persone;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C3;Interventi speciali per la coesione territoriale;M5C3I1.3;M5C3I1.03;Interventi socio-educativi strutturati per combattere la povertà educativa nel Mezzogiorno a sostegno del Terzo Settore;M5C3I1.3;M5C3I1.03.00;M5C3I1.3;Interventi socio-educativi strutturati per combattere la povertà educativa nel Mezzogiorno a sostegno del Terzo Settore;PCM - Min Sud;C10.G;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (DONNE; 30-54)";Persone;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C3;Interventi speciali per la coesione territoriale;M5C3I1.3;M5C3I1.03;Interventi socio-educativi strutturati per combattere la povertà educativa nel Mezzogiorno a sostegno del Terzo Settore;M5C3I1.3;M5C3I1.03.00;M5C3I1.3;Interventi socio-educativi strutturati per combattere la povertà educativa nel Mezzogiorno a sostegno del Terzo Settore;PCM - Min Sud;C10.H;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (DONNE; 55<)";Persone;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C3;Interventi speciali per la coesione territoriale;M5C3I1.3;M5C3I1.03;Interventi socio-educativi strutturati per combattere la povertà educativa nel Mezzogiorno a sostegno del Terzo Settore;M5C3I1.3;M5C3I1.03.00;M5C3I1.3;Interventi socio-educativi strutturati per combattere la povertà educativa nel Mezzogiorno a sostegno del Terzo Settore;PCM - Min Sud;C10.I;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (NON-BINARIO ETÀ 0-17);Persone;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C3;Interventi speciali per la coesione territoriale;M5C3I1.3;M5C3I1.03;Interventi socio-educativi strutturati per combattere la povertà educativa nel Mezzogiorno a sostegno del Terzo Settore;M5C3I1.3;M5C3I1.03.00;M5C3I1.3;Interventi socio-educativi strutturati per combattere la povertà educativa nel Mezzogiorno a sostegno del Terzo Settore;PCM - Min Sud;C10.L;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (NON-BINARIO 18-29);Persone;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C3;Interventi speciali per la coesione territoriale;M5C3I1.3;M5C3I1.03;Interventi socio-educativi strutturati per combattere la povertà educativa nel Mezzogiorno a sostegno del Terzo Settore;M5C3I1.3;M5C3I1.03.00;M5C3I1.3;Interventi socio-educativi strutturati per combattere la povertà educativa nel Mezzogiorno a sostegno del Terzo Settore;PCM - Min Sud;C10.M;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (NON-BINARIO; 30-54)";Persone;Flusso;2022;I;0
PNRR;M5;Inclusione e coesione;M5C3;Interventi speciali per la coesione territoriale;M5C3I1.3;M5C3I1.03;Interventi socio-educativi strutturati per combattere la povertà educativa nel Mezzogiorno a sostegno del Terzo Settore;M5C3I1.3;M5C3I1.03.00;M5C3I1.3;Interventi socio-educativi strutturati per combattere la povertà educativa nel Mezzogiorno a sostegno del Terzo Settore;PCM - Min Sud;C10.N;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (NON-BINARIO; 55<)";Persone;Flusso;2022;I;0
PNRR;M6;Salute;M6C1;Reti di prossimità, strutture e telemedicina per l’assistenza sanitaria territoriale;M6C1I1.1;M6C1I1.01;Case della Comunità e presa in carico della persona;M6C1I1.1;M6C1I1.01.00;M6C1I1.1;Case della Comunità e presa in carico della persona;MS - Min Salute;C12;CAPACITÀ DELLE STRUTTURE DI ASSISTENZA SANITARIA NUOVE O MODERNIZZATE;Persone/anno;Stock;2022;I;0
PNRR;M6;Salute;M6C1;Reti di prossimità, strutture e telemedicina per l’assistenza sanitaria territoriale;M6C1I1.3;M6C1I1.03;Rafforzamento dell'assistenza sanitaria intermedia e delle sue strutture (Ospedali di Comunità);M6C1I1.3;M6C1I1.03.00;M6C1I1.3;Rafforzamento dell'assistenza sanitaria intermedia e delle sue strutture (Ospedali di Comunità);MS - Min Salute;C12;CAPACITÀ DELLE STRUTTURE DI ASSISTENZA SANITARIA NUOVE O MODERNIZZATE;Persone/anno;Stock;2022;I;0
PNRR;M6;Salute;M6C2;Innovazione, ricerca e digitalizzazione del servizio sanitario;M6C2I1.1;M6C2I1.01;Ammodernamento del parco tecnologico e digitale ospedaliero;M6C2I1.1.1;M6C2I1.01.01;M6C2I1.1;Ammodernamento del parco tecnologico e digitale ospedaliero (Digitalizzazione);MS - Min Salute;C12;CAPACITÀ DELLE STRUTTURE DI ASSISTENZA SANITARIA NUOVE O MODERNIZZATE;Persone/anno;Stock;2022;I;0
PNRR;M6;Salute;M6C2;Innovazione, ricerca e digitalizzazione del servizio sanitario;M6C2I1.1;M6C2I1.01;Ammodernamento del parco tecnologico e digitale ospedaliero;M6C2I1.1.2;M6C2I1.01.02;M6C2I1.1;Ammodernamento del parco tecnologico e digitale ospedaliero (grandi apparecchiature);MS - Min Salute;C12;CAPACITÀ DELLE STRUTTURE DI ASSISTENZA SANITARIA NUOVE O MODERNIZZATE;Persone/anno;Stock;2022;I;0
PNRR;M6;Salute;M6C2;Innovazione, ricerca e digitalizzazione del servizio sanitario;M6C2I1.3;M6C2I1.03;Rafforzamento dell'infrastruttura tecnologica e degli strumenti per la raccolta, l’elaborazione, l’analisi dei dati e la simulazione;M6C2I1.3.1;M6C2I1.03.01;M6C2I1.3;Rafforzamento dell'infrastruttura tecnologica e degli strumenti per la raccolta, l’elaborazione, l’analisi dei dati e la simulazione (FSE);MS - Min Salute;C7;UTENTI DI SERVIZI, PRODOTTI E PROCESSI DIGITALI PUBBLICI NUOVI E AGGIORNATI;Utenti/anno;Flusso;2022;I;0
PNRR;M6;Salute;M6C2;Innovazione, ricerca e digitalizzazione del servizio sanitario;M6C2I1.3;M6C2I1.03;Rafforzamento dell'infrastruttura tecnologica e degli strumenti per la raccolta, l’elaborazione, l’analisi dei dati e la simulazione;M6C2I1.3.2;M6C2I1.03.02;M6C2I1.3;Rafforzamento dell'infrastruttura tecnologica e degli strumenti per la raccolta, l’elaborazione, l’analisi dei dati e la simulazione (Potenziamento, modello predittivo, SDK ….);MS - Min Salute;C7;UTENTI DI SERVIZI, PRODOTTI E PROCESSI DIGITALI PUBBLICI NUOVI E AGGIORNATI;Utenti/anno;Flusso;2022;I;0
PNRR;M6;Salute;M6C2;Innovazione, ricerca e digitalizzazione del servizio sanitario;M6C2I2.1;M6C2I2.01;Rafforzamento e potenziamento della ricerca biomedica del SSN;M6C2I2.1;M6C2I2.01.00;M6C2I2.1;Rafforzamento e potenziamento della ricerca biomedica del SSN;MS - Min Salute;C8.B;RICERCATORI CHE LAVORANO IN CENTRI DI RICERCA BENEFICIARI DI UN SOSTEGNO (NON-BINARI);Equivalente a tempo pieno annuale;Flusso;2022;I;0
PNRR;M6;Salute;M6C2;Innovazione, ricerca e digitalizzazione del servizio sanitario;M6C2I2.1;M6C2I2.01;Rafforzamento e potenziamento della ricerca biomedica del SSN;M6C2I2.1;M6C2I2.01.00;M6C2I2.1;Rafforzamento e potenziamento della ricerca biomedica del SSN;MS - Min Salute;C8.F;RICERCATORI CHE LAVORANO IN CENTRI DI RICERCA BENEFICIARI DI UN SOSTEGNO (DONNE);Equivalente a tempo pieno annuale;Flusso;2022;I;0
PNRR;M6;Salute;M6C2;Innovazione, ricerca e digitalizzazione del servizio sanitario;M6C2I2.1;M6C2I2.01;Rafforzamento e potenziamento della ricerca biomedica del SSN;M6C2I2.1;M6C2I2.01.00;M6C2I2.1;Rafforzamento e potenziamento della ricerca biomedica del SSN;MS - Min Salute;C8.M;RICERCATORI CHE LAVORANO IN CENTRI DI RICERCA BENEFICIARI DI UN SOSTEGNO (UOMINI);Equivalente a tempo pieno annuale;Flusso;2022;I;0
